County,Type,Facility Name,Street Address,City,State,ZIP,Location
Onondaga,Grocery w/ Pharmacy inside,Wegmans Food Market #39,W Genesee St,Syracuse,NY,13219,"W Genesee St
Syracuse, NY 13219
(43.04792202500005, -76.22342613999996)"
Erie,Grocery,Tops Market #66,Seneca St,Buffalo,NY,14210,"Seneca St
Buffalo, NY 14210
(42.866211090000036, -78.82299258099994)"
Bronx,Grocery,Key Food,Jerome Avenue,Bronx,NY,10467,"Jerome Avenue
Bronx, NY 10467
(40.886553665000065, -73.87837743699998)"
Bronx,Grocery (Formula Allowed),Food Universe,E 170 Street,Bronx,NY,10452,"E 170 Street
Bronx, NY 10452
(40.83890303000004, -73.91396260599998)"
Jefferson,Grocery w/ Pharmacy inside,Walmart Supercenter #1871,State Route 3,Watertown,NY,13601,"State Route 3
Watertown, NY 13601
(43.99034708100004, -75.84013621599996)"
Suffolk,Pharmacy Only,CVS Pharmacy #1115,East Montauk Highway,Lindenhurst,NY,11757,"East Montauk Highway
Lindenhurst, NY 11757
(40.681457271000056, -73.35820177299996)"
Kings,Grocery,Green Acres Farms,Utica Ave,Brooklyn,NY,11203,"Utica Ave
Brooklyn, NY 11203
(40.65015908600003, -73.93021685199994)"
Kings,Grocery (Formula Allowed),Bravo Supermarket,Humboldt St,Brooklyn,NY,11206,"Humboldt St
Brooklyn, NY 11206
(40.706432292000045, -73.94134203999994)"
Erie,Pharmacy Only,Walgreens #3267,Kensington Ave,Amherst,NY,14226,"Kensington Ave
Amherst, NY 14226
(42.94962680900005, -78.78500634099998)"
Madison,Grocery (Formula Allowed),Byrne Dairy #123,Genesee Street,Oneida,NY,13421,"Genesee Street
Oneida, NY 13421
(43.07758213200003, -75.66840363999995)"
St. Lawrence,Pharmacy Only,Walgreens #10698,Main St,Massena,NY,13662,"Main St
Massena, NY 13662
(44.92421556700003, -74.89066369399995)"
Queens,Grocery,Key Food Fresh,63rd Dr,Rego Park,NY,11374,"63rd Dr
Rego Park, NY 11374
(40.731300145000034, -73.85767624399995)"
Steuben,Grocery,Arkport Shurfine,Main Street,Arkport,NY,14807,"Main Street
Arkport, NY 14807
(42.392139403000044, -77.69628400199997)"
Schenectady,Grocery w/ Pharmacy inside,Market 32 By Price Chopper #38,Saratoga Rd,Scotia,NY,12302,"Saratoga Rd
Scotia, NY 12302
(42.87722331500004, -73.93021981899994)"
Suffolk,Pharmacy Only,CVS Pharmacy #10582,Montauk Highway,East Hampton,NY,11937,"Montauk Highway
East Hampton, NY 11937
(40.950912910000056, -72.21814649099997)"
Bronx,Grocery,Angelos Deli-Grocery No. 2 Corp.,East Mount Eden Avenue,Bronx,NY,10452,"East Mount Eden Avenue
Bronx, NY 10452
(40.84400583300004, -73.91389430799995)"
Monroe,Grocery,Jim's Stop N Shop,Jay St,Rochester,NY,14611,"Jay St
Rochester, NY 14611
(43.15938231900003, -77.64679683699995)"
Westchester,Grocery,E&m Deli Grocery Corp,Mount Vernon Avenue,Mount Vernon,NY,10550,"Mount Vernon Avenue
Mount Vernon, NY 10550
(40.91213978500008, -73.84741460099997)"
Queens,Grocery,Key Food,Union Tpke,Floral Park,NY,11004,"Union Tpke
Floral Park, NY 11004
(40.74465868000004, -73.71633411999994)"
Kings,Grocery,Chun Trading Inc,18th Avenue,Brooklyn,NY,11204,"18th Avenue
Brooklyn, NY 11204
(40.62236551900003, -73.98691683199996)"
Broome,Pharmacy Only,Walgreens #10291,Main St,Johnson City,NY,13790,"Main St
Johnson City, NY 13790
(42.11572494200004, -75.96328310799998)"
Westchester,Grocery,Yahir & Sisters Grocery Corp,Mclean Ave,Yonkers,NY,10705,"Mclean Ave
Yonkers, NY 10705
(40.909690975000046, -73.88894561399997)"
Bronx,Grocery (Formula Allowed),Bravo Supermarket,West Burnside Avenue,Bronx,NY,10453,"West Burnside Avenue
Bronx, NY 10453
(40.85396964100005, -73.90944653299994)"
Kings,Grocery,Food Universe Market Place,New Lots Av,Brooklyn,NY,11208,"New Lots Av
Brooklyn, NY 11208
(40.66809477900006, -73.87866652699995)"
Bronx,Grocery,Food Bazaar,East 170th Street,Bronx,NY,10456,"East 170th Street
Bronx, NY 10456
(40.83469999600004, -73.90219093699994)"
Jefferson,Pharmacy Only,Walgreens #10219,Arsenal St,Watertown,NY,13601,"Arsenal St
Watertown, NY 13601
(43.97655410600004, -75.92905607699998)"
Suffolk,Pharmacy Only,Walgreens #11778,W Main St,Patchogue,NY,11772,"W Main St
Patchogue, NY 11772
(40.764284055000076, -73.02413781499996)"
Queens,Grocery (Formula Allowed),Food Universe Marketplace,Beach Channel Drive,Far Rockaway,NY,11691,"Beach Channel Drive
Far Rockaway, NY 11691
(40.60284300500007, -73.75807255999996)"
Nassau,Pharmacy Only,Walgreens #07057,Franklin Ave,Franklin Square,NY,11010,"Franklin Ave
Franklin Square, NY 11010
(40.69771933100003, -73.68224013899999)"
Nassau,Pharmacy Only,Prescription Center Of Long Island,Jackson Street,Hempstead,NY,11550,"Jackson Street
Hempstead, NY 11550
(40.71084827000004, -73.62346528899997)"
Suffolk,Pharmacy Only,CVS Pharmacy #1271,Route 25a,Rocky Point,NY,11778,"Route 25a
Rocky Point, NY 11778
(40.94610135000005, -72.93408085899995)"
Bronx,Pharmacy Only,Perla Pharmacy,East Tremont Avenue,Bronx,NY,10460,"East Tremont Avenue
Bronx, NY 10460
(40.83980648600004, -73.87351777399994)"
Queens,Pharmacy Only,Duane Reade #14423,Broadway,Astoria,NY,11106,"Broadway
Astoria, NY 11106
(40.76348448600004, -73.92856293599993)"
Westchester,Grocery,Hawthorne Grocery & Deli Corp,Pier Street,Yonkers,NY,10705,"Pier Street
Yonkers, NY 10705
(40.92334827500008, -73.90260625499997)"
Richmond,Grocery,Mekkah Mart,Forest Avenue,Staten Island,NY,10303,"Forest Avenue
Staten Island, NY 10303
(40.626610294000045, -74.16110629899998)"
Queens,Grocery,Key Food,Hillside Ave,Queens Village,NY,11427,"Hillside Ave
Queens Village, NY 11427
(40.730023679000055, -73.74411661899995)"
Bronx,Grocery,"Alex Food Ii, Corp.",Dr. Martin Luther King Jr. Blvd,Bronx,NY,10453,"Dr. Martin Luther King Jr. Blvd
Bronx, NY 10453
(40.85380320000007, -73.91227513799998)"
Richmond,Grocery,Bay Street Bazaar Inc.,Bay St,Staten Island,NY,10304,"Bay St
Staten Island, NY 10304
(40.62593801100007, -74.07519028799999)"
Suffolk,Grocery w/ Pharmacy inside,Stop & Shop #574,Route 25a,Setauket,NY,11733,"Route 25a
Setauket, NY 11733
(40.94130250100005, -73.10641403899996)"
Wayne,Grocery,Byrne Dairy #130 Newark,E. Union Street,Newark,NY,14513,"E. Union Street
Newark, NY 14513
(43.04487111100008, -77.07777543099996)"
Suffolk,Grocery w/ Pharmacy inside,Stop & Shop #2505,Montauk Hw,Shirley,NY,11967,"Montauk Hw
Shirley, NY 11967
(40.800694392000025, -72.87125986299998)"
Queens,Grocery (Formula Allowed),Food Bazaar,Gates Avenue,Ridgewood,NY,11385,"Gates Avenue
Ridgewood, NY 11385
(40.70652408800004, -73.90508177999999)"
Suffolk,Pharmacy Only,CVS Pharmacy #5191,Montauk Highway,East Yaphank,NY,11967,"Montauk Highway
East Yaphank, NY 11967
(40.800694392000025, -72.87125986299998)"
Kings,Grocery,C-Town Supermarkets,Fifth Avenue,Brooklyn,NY,11220,"Fifth Avenue
Brooklyn, NY 11220
(40.641167858000074, -74.01440181099997)"
Westchester,Grocery (Formula Allowed),Ideal Food Basket,South Broadway,Yonkers,NY,10705,"South Broadway
Yonkers, NY 10705
(40.91909889600004, -73.89638091799998)"
Suffolk,Grocery (Formula Allowed),Target Store T-1147,Sunrise Highway,Copiague,NY,11726,"Sunrise Highway
Copiague, NY 11726
(40.689436484000055, -73.40856555899995)"
Kings,Grocery,"77 Gourmet Deli Of Bay Ridge, Inc.",5th Avenue,Brooklyn,NY,11209,"5th Avenue
Brooklyn, NY 11209
(40.62412676900004, -74.02483198499993)"
New York,Pharmacy Only,Duane Reade #14436,Water Street,New York,NY,10038,"Water Street
New York, NY 10038
(40.70734751900005, -74.00371746599996)"
Oswego,Grocery (Formula Allowed),Tops Market #585,Rome Rd,Pulaski,NY,13142,"Rome Rd
Pulaski, NY 13142
(43.557465069000045, -76.11750538999996)"
Kings,Grocery,Bangla Nagar Supermarket,Church Av,Brooklyn,NY,11218,"Church Av
Brooklyn, NY 11218
(40.64437693100007, -73.97574464799999)"
Cattaraugus,Grocery,Jim's Park And Shop,Front St.,Olean,NY,14760,"Front St.
Olean, NY 14760
(42.08465521800008, -78.42321132899997)"
Bronx,Grocery,Key Food,Westchester Avenue,Bronx,NY,10459,"Westchester Avenue
Bronx, NY 10459
(40.824158682000075, -73.89294256999995)"
New York,Grocery,Met Fresh,Avenue D,New York,NY,10009,"Avenue D
New York, NY 10009
(40.723362070000064, -73.97627186699998)"
Kings,Pharmacy Only,Whitman Pharmacy,Myrtle Av,Brooklyn,NY,11205,"Myrtle Av
Brooklyn, NY 11205
(40.69422280600003, -73.95920024599997)"
Kings,Grocery,Met Food,Driggs Ave,Brooklyn,NY,11222,"Driggs Ave
Brooklyn, NY 11222
(40.722862331000044, -73.94626014799996)"
Nassau,Pharmacy Only,Valley Stream Pharmacy Inc.,Rockaway Av,Valley Stream,NY,11580,"Rockaway Av
Valley Stream, NY 11580
(40.66254826800008, -73.69904336199994)"
Queens,Grocery,Corona Market Inc,Roosevelt Avenue,Corona,NY,11368,"Roosevelt Avenue
Corona, NY 11368
(40.752297191000025, -73.85355635899998)"
Bronx,Pharmacy Only,Washington Pharmacy,Tremont Avenue,Bronx,NY,10457,"Tremont Avenue
Bronx, NY 10457
(40.846735814000056, -73.89663529299997)"
Rockland,Grocery,Rockland Kosher,Orchard St,Monsey,NY,10952,"Orchard St
Monsey, NY 10952
(41.109970031000046, -74.06907377999994)"
New York,Pharmacy Only,Duane Reade #14131,Whitehall Street,New York,NY,10004,"Whitehall Street
New York, NY 10004
(40.70274864700008, -74.01290499299995)"
Kings,Pharmacy Only,Rxcircle Pharmacy Corp,7th Av,Brooklyn,NY,11220,"7th Av
Brooklyn, NY 11220
(40.63988265100005, -74.00856730799995)"
Kings,Pharmacy Only,"Fulton 1st Pharmacy, Inc.",Fulton St,Brooklyn,NY,11216,"Fulton St
Brooklyn, NY 11216
(40.68025744700003, -73.94707766399995)"
Rockland,Grocery,Newday,Saddle River Road,Airmont,NY,10952,"Saddle River Road
Airmont, NY 10952
(41.092320080000036, -74.07473991399996)"
Queens,Grocery,Cherry Valley Market Place,97th Avenue,Ozone Park,NY,11416,"97th Avenue
Ozone Park, NY 11416
(40.68502971200007, -73.85007507499995)"
Rockland,Grocery,ShopRite Of Tallman #264,Rte 59,Suffern,NY,10901,"Rte 59
Suffern, NY 10901
(41.11251345200003, -74.13080933299995)"
New York,Pharmacy Only,"Forever Health Pharmacy 1, Llc",Grand St,New York,NY,10002,"Grand St
New York, NY 10002
(40.715795712000045, -73.98618289599995)"
New York,Grocery,Food Emporium,Broadway,New York,NY,10033,"Broadway
New York, NY 10033
(40.84944678100004, -73.93649581999995)"
Saratoga,Grocery w/ Pharmacy inside,Price Chopper #184,Kendall Way,Malta,NY,12020,"Kendall Way
Malta, NY 12020
(42.97279612400007, -73.79406629999994)"
Bronx,Grocery,Bronx Zoo Deli Corp,East 187th Street,Bronx,NY,10458,"East 187th Street
Bronx, NY 10458
(40.856886845000076, -73.89006950099997)"
New York,Pharmacy Only,Duane Reade #14245,E 125th St,New York,NY,10035,"E 125th St
New York, NY 10035
(40.79026644800007, -73.92968607399996)"
Bronx,Grocery,Modern Fresh Market,East Tremont Avenue,Bronx,NY,10457,"East Tremont Avenue
Bronx, NY 10457
(40.846735814000056, -73.89663529299997)"
Chemung,Grocery (Formula Allowed),Byrne Dairy #01,Grand Central Avenue,Horseheads,NY,14845,"Grand Central Avenue
Horseheads, NY 14845
(42.15863980200004, -76.82156252299995)"
Bronx,Pharmacy Only,Mt. Carmel Pharmacy,East 187th Street,Bronx,NY,10458,"East 187th Street
Bronx, NY 10458
(40.856886845000076, -73.89006950099997)"
Erie,Grocery w/ Pharmacy inside,Wegmans Food Market #83,Sheridan Dr,Williamsville,NY,14221,"Sheridan Dr
Williamsville, NY 14221
(42.97770791800008, -78.72271017499997)"
Albany,Grocery (Formula Allowed),Price Chopper #133,Central Ave,Albany,NY,12206,"Central Ave
Albany, NY 12206
(42.67026223600004, -73.77875614499999)"
Onondaga,Grocery,Byrne Dairy #125 Clay,Buckley Road,Liverpool,NY,13088,"Buckley Road
Liverpool, NY 13088
(43.11622137200004, -76.15923495799996)"
Westchester,Grocery,Crystal Grocery Ltd,East Post Road,White Plains,NY,10601,"East Post Road
White Plains, NY 10601
(41.028715358000056, -73.76595628399997)"
Kings,Pharmacy Only,Duane Reade #14277,Cortelyou Rd,Brooklyn,NY,11226,"Cortelyou Rd
Brooklyn, NY 11226
(40.64406990200007, -73.95686179499995)"
Bronx,Grocery,"Tony Fruits & Grocery, Corp.",East 174th Street,Bronx,NY,10460,"East 174th Street
Bronx, NY 10460
(40.83636739100007, -73.88480552199997)"
Queens,Grocery,City Market Fresh,Beach 14th St,Far Rockaway,NY,11691,"Beach 14th St
Far Rockaway, NY 11691
(40.59680500500008, -73.74819501299999)"
Orange,Grocery w/ Pharmacy inside,ShopRite Of Wallkill #211,Lloyds Lane,Middletown,NY,10940,"Lloyds Lane
Middletown, NY 10940
(41.45464497000006, -74.39573308799999)"
Kings,Grocery (Formula Allowed),Associated Supermarket,Nostrand Ave,Brooklyn,NY,11225,"Nostrand Ave
Brooklyn, NY 11225
(40.66295040400007, -73.95085818699994)"
Bronx,Grocery,Food Bazaar,East 163rd Street,Bronx,NY,10451,"East 163rd Street
Bronx, NY 10451
(40.82486021100004, -73.91134355199995)"
Dutchess,Grocery w/ Pharmacy inside,Hannaford Food & Drug #8335,Route 22,Pawling,NY,12564,"Route 22
Pawling, NY 12564
(41.58454736500005, -73.59061706899996)"
Kings,Grocery w/ Pharmacy inside,ShopRite Of Avenue I,Mcdonald Avenue,Brooklyn,NY,11230,"Mcdonald Avenue
Brooklyn, NY 11230
(40.61977145000003, -73.97511131899995)"
Allegany,Grocery,Bolivar Shop 'n Save,Main St,Bolivar,NY,14715,"Main St
Bolivar, NY 14715
(42.06905444900008, -78.16717403499996)"
Genesee,Grocery w/ Pharmacy inside,Tops Market #246,W Main Street,Le Roy,NY,14482,"W Main Street
Le Roy, NY 14482
(42.97786208800005, -77.99949050999999)"
Kings,Grocery,Windsor Farms Market,Prospect Avenue,Brooklyn,NY,11215,"Prospect Avenue
Brooklyn, NY 11215
(40.661478749000025, -73.98612428099995)"
Oswego,Pharmacy Only,Wayne Drug Oswego,W Bridge St,Oswego,NY,13126,"W Bridge St
Oswego, NY 13126
(43.45435401700007, -76.51869493699996)"
Chautauqua,Pharmacy Only,CVS Pharmacy #5089,South Work St,Falconer,NY,14733,"South Work St
Falconer, NY 14733
(42.113270560000046, -79.18873573899998)"
Bronx,Grocery,Pascual Grocery,Ogden Avenue,Bronx,NY,10452,"Ogden Avenue
Bronx, NY 10452
(40.83701461600003, -73.92707033699998)"
Erie,Grocery,"Community Foods & Meat Market, Inc.",Walden Avenue,Buffalo,NY,14211,"Walden Avenue
Buffalo, NY 14211
(42.90536602100008, -78.81017576599999)"
Bronx,Grocery,M A N Bronxwood Deli Corp.,East 220th Street,Bronx,NY,10467,"East 220th Street
Bronx, NY 10467
(40.883819963000064, -73.86097544599994)"
Kings,Grocery,C-Town Supermarkets,Avenue D,Brooklyn,NY,11203,"Avenue D
Brooklyn, NY 11203
(40.64196228000003, -73.93222989199995)"
Suffolk,Grocery,C-Town Supermarkets,New York Ave,Huntington Station,NY,11746,"New York Ave
Huntington Station, NY 11746
(40.84386629100004, -73.41195613899998)"
Bronx,Grocery (Formula Allowed),Fine Fare,East 167th Street,Bronx,NY,10452,"East 167th Street
Bronx, NY 10452
(40.83465886100004, -73.91784258899997)"
Onondaga,Grocery,Sabatino's,South Geddes St,Syracuse,NY,13204,"South Geddes St
Syracuse, NY 13204
(43.040393996000034, -76.17224992899997)"
Bronx,Grocery,West Farm Fruit Market Corp,East 167th Street,Bronx,NY,10459,"East 167th Street
Bronx, NY 10459
(40.82643402200006, -73.89414764499998)"
New York,Pharmacy Only,Duane Reade #14497,Broadway,New York,NY,10005,"Broadway
New York, NY 10005
(40.707969121000076, -74.01150825399998)"
Erie,Grocery (Formula Allowed),Price Rite Of Amherst #251,Maple Road,Amherst,NY,14226,"Maple Road
Amherst, NY 14226
(42.990734745000054, -78.80553887999997)"
Nassau,Pharmacy Only,CVS Pharmacy #1092,North Jerusalem Road,Bellmore,NY,11710,"North Jerusalem Road
Bellmore, NY 11710
(40.699644136000074, -73.55631277799995)"
New York,Grocery (Formula Allowed),Western Beef #044,W End Ave,New York,NY,10023,"W End Ave
New York, NY 10023
(40.77711683900003, -73.98643981099997)"
Richmond,Grocery,Ehr Corporation,Port Richmond Avenue,Staten Island,NY,10302,"Port Richmond Avenue
Staten Island, NY 10302
(40.63219453900007, -74.13774477999993)"
Queens,Grocery,94 St Grocery Corp.,94th St,Jackson Heights,NY,11372,"94th St
Jackson Heights, NY 11372
(40.752775350000036, -73.87348715899998)"
Nassau,Grocery (Formula Allowed),King Kullen #50,Sunrise Highway,Bellmore,NY,11710,"Sunrise Highway
Bellmore, NY 11710
(40.67059254800006, -73.51816638199995)"
Kings,Grocery (Formula Allowed),C-Town Supermarkets,Taaffe Pl,Brooklyn,NY,11205,"Taaffe Pl
Brooklyn, NY 11205
(40.69438549800003, -73.96019877099997)"
Queens,Grocery,Al-Yemeni Market,Woodward Av,Ridgewood,NY,11385,"Woodward Av
Ridgewood, NY 11385
(40.708089115000064, -73.91110517299995)"
Lewis,Grocery (Formula Allowed),Tops Market #574,South State Street,Lowville,NY,13367,"South State Street
Lowville, NY 13367
(43.782240312000056, -75.48884901699995)"
Kings,Grocery,Kol Tuv Food Market,40th Street,Brooklyn,NY,11218,"40th Street
Brooklyn, NY 11218
(40.639029460000074, -73.98516698599997)"
Onondaga,Grocery,Green Hills Farm Store,S Salina St,Syracuse,NY,13205,"S Salina St
Syracuse, NY 13205
(43.00689388300003, -76.14304087999994)"
Rensselaer,Grocery (Formula Allowed),Tops #723,Nys Route 22,Hoosick Falls,NY,12090,"Nys Route 22
Hoosick Falls, NY 12090
(42.890673598000035, -73.36053226499996)"
Columbia,Grocery w/ Pharmacy inside,ShopRite Of Hudson #277,Fairview Ave,Hudson,NY,12534,"Fairview Ave
Hudson, NY 12534
(42.26462339100004, -73.76331280299996)"
Kings,Grocery,"Fresh Green Farm, Inc.",5th Av,Brooklyn,NY,11220,"5th Av
Brooklyn, NY 11220
(40.641167858000074, -74.01440181099997)"
Rensselaer,Grocery w/ Pharmacy inside,Walmart #2370,Hoosick Ro,Troy,NY,12180,"Hoosick Ro
Troy, NY 12180
(42.74647659300007, -73.64042100899997)"
Bronx,Grocery,C-Town Supermarkets,E Tremont Avenue,Bronx,NY,10457,"E Tremont Avenue
Bronx, NY 10457
(40.846735814000056, -73.89663529299997)"
Queens,Grocery (Formula Allowed),Food Plus Supermarket,Kissena Blvd,Flushing,NY,11355,"Kissena Blvd
Flushing, NY 11355
(40.74978000800007, -73.81821640899994)"
New York,Grocery (Formula Allowed),Food Universe,West 138th St,New York,NY,10031,"West 138th St
New York, NY 10031
(40.821849333000046, -73.95326717699999)"
Delaware,Grocery,Great American #428,Doran Lane,Sidney,NY,13838,"Doran Lane
Sidney, NY 13838
(42.312449686000036, -75.39097437799995)"
Queens,Grocery (Formula Allowed),Vitelio's Market Place,Madison St,Ridgewood,NY,11385,"Madison St
Ridgewood, NY 11385
(40.70514134700005, -73.90292860199997)"
Kings,Grocery,Shop Fair Supermarket,Pennsylvania Ave,Brooklyn,NY,11207,"Pennsylvania Ave
Brooklyn, NY 11207
(40.66802594400008, -73.89488991799993)"
Westchester,Grocery w/ Pharmacy inside,Stop & Shop #593,North Broadway,White Plains,NY,10603,"North Broadway
White Plains, NY 10603
(41.056913258000066, -73.76600993499994)"
Essex,Grocery (Formula Allowed),Tops #710,Court Street,Elizabethtown,NY,12932,"Court Street
Elizabethtown, NY 12932
(44.21439824600003, -73.59425636599997)"
Westchester,Grocery,Mole Poblano Tuzantlan Deli Grocery,New Main Street,Yonkers,NY,10701,"New Main Street
Yonkers, NY 10701
(40.92975165800004, -73.89554250999998)"
Kings,Grocery (Formula Allowed),Foodtown Of Crown Heights,Franklin Ave,Brooklyn,NY,11225,"Franklin Ave
Brooklyn, NY 11225
(40.666560024000034, -73.95944843999996)"
Nassau,Grocery w/ Pharmacy inside,Stop & Shop #2582,East Park Av,Long Beach,NY,11561,"East Park Av
Long Beach, NY 11561
(40.58866003600008, -73.66397027899995)"
Warren,Pharmacy Only,Price Chopper House Calls,Main St,Warrensburg,NY,12885,"Main St
Warrensburg, NY 12885
(43.49934983500003, -73.77987958599994)"
Washington,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8395,Burgoyne Av,Hudson Falls,NY,12839,"Burgoyne Av
Hudson Falls, NY 12839
(43.294046286000025, -73.57361689899994)"
Bronx,Grocery,La Parada Latina Food Corp,Third Avenue,Bronx,NY,10457,"Third Avenue
Bronx, NY 10457
(40.84572994100006, -73.89667358299994)"
Kings,Grocery (Formula Allowed),City Fresh,Pennsylvania Av,Brooklyn,NY,11239,"Pennsylvania Av
Brooklyn, NY 11239
(40.65150683200005, -73.88543898299997)"
Bronx,Pharmacy Only,Walgreens # 10989,Boston Rd,Bronx,NY,10467,"Boston Rd
Bronx, NY 10467
(40.86222457300005, -73.86640863899999)"
New York,Pharmacy Only,Walgreens #1214,2nd Ave,New York,NY,10021,"2nd Ave
New York, NY 10021
(40.769133803000045, -73.95814079099995)"
Erie,Grocery,Clinton Mini Mart,Clinton St,Buffalo,NY,14206,"Clinton St
Buffalo, NY 14206
(42.87201634400003, -78.81688182399995)"
Schenectady,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8376,Saratoga Rd Route 50,Glenville,NY,12302,"Saratoga Rd Route 50
Glenville, NY 12302
(42.87722331500004, -73.93021981899994)"
Queens,Pharmacy Only,Walgreens #01487,Queens Blvd,Flushing,NY,11375,"Queens Blvd
Flushing, NY 11375
(40.724919631000034, -73.85000377199998)"
Erie,Grocery (Formula Allowed),Tops Market #212,Harlem Rd,West Seneca,NY,14224,"Harlem Rd
West Seneca, NY 14224
(42.857159316000036, -78.78765449699995)"
St. Lawrence,Grocery,Canton Save-A-Lot,Us-11,Canton,NY,13617,"Us-11
Canton, NY 13617
(44.583148048000055, -75.18280946299996)"
Wayne,Pharmacy Only,Walgreens # 9939,W Union St,East Palmyra,NY,14513,"W Union St
East Palmyra, NY 14513
(43.04637093700006, -77.10566222899996)"
